factor,type,direction,ic_mean,ic_std,ic_ir,ic_positive_ratio,sharpe,long_sharpe,short_sharpe,ann_ret,long_ann_ret,short_ann_ret,max_dd,final_nav,n_days,avg_valid_count,ret_2022,ret_2023,ret_2024,ret_2025
high_vol_down_momentum,Intraday,1,0.10127997554827874,0.2220977810311489,0.45601523129995636,0.695054945054945,1.7669719664165229,-0.11740405208975535,0.9132305744597734,0.4426950964596792,-0.261672813196442,0.5190347232710162,-0.22522678815152897,4.3147321827008716,1456,208.5359342915811,0.7551215208797899,0.17117537788388248,0.22248889817431539,0.7170375594857039
pv_divergence,Daily,1,0.02981031218678153,0.11531723305791279,0.25850697949664536,0.6064560439560439,1.7600944264171574,-0.35339879215098163,0.8885359513556111,0.2397586051864573,-0.46547775125856394,0.4860261895140727,-0.2124766701992692,2.356815865136312,1456,206.11841204654345,0.30542574190330307,0.2510355296206732,-0.1076674138409518,0.6172497173491134
min_1h_ret,Intraday,1,0.07468674251074038,0.20246225913732285,0.36889215372807593,0.657967032967033,1.601916894027611,-0.15015684594913503,0.8053441427421177,0.3494246007216133,-0.2845081321770665,0.3769003684581287,-0.16087875443568556,3.304975215172824,1456,209.97056810403834,0.5191844109737389,0.18583193504764495,0.2537961868256855,0.4632132495582757
illiq_variability,Intraday,1,0.05425570629165143,0.1484686106539419,0.3654355112391955,0.6524725274725275,1.5708684632755419,-0.11848960919576819,0.6794174413779269,0.26595491103469215,-0.3423928550201878,0.23937179577301593,-0.1163910060584028,2.561831491051161,1456,208.5359342915811,0.46942011795898764,0.10491331022172257,0.08726215159979644,0.451249566049607
info_entropy,Intraday,1,0.023868254173610597,0.12003830226599074,0.19883863512443728,0.584478021978022,1.5599151656224604,-0.3384875435079905,0.8564720441256963,0.20723226407278017,-0.47409477638973574,0.44563786313865594,-0.17829174140174264,2.1196638687529723,1456,209.70773442847366,0.23146552180736557,0.34142415052836017,0.22531173946318162,0.04720576530892395
info_uniformity,Intraday,1,0.023868254173610597,0.12003830226599074,0.19883863512443728,0.584478021978022,1.5599151656224604,-0.3384875435079905,0.8564720441256963,0.20723226407278017,-0.47409477638973574,0.44563786313865594,-0.17829174140174264,2.1196638687529723,1456,209.70773442847366,0.23146552180736557,0.34142415052836017,0.22531173946318162,0.04720576530892395
amihud_illiq,Intraday,1,0.040388413233818844,0.12611729701242122,0.3202448116802955,0.6277472527472527,1.5497483200431328,-0.11429716893050045,0.5778850301258132,0.21583997030123547,-0.3073939496001846,0.14179302788579418,-0.222847243306331,2.1805975194746976,1456,208.5359342915811,0.3129458854424172,0.1285096254538718,-0.07760446467579019,0.595534602999082
amihud_illiq_log,Intraday,1,0.02966178367691975,0.12001545580528271,0.24714967756775671,0.5968406593406593,1.5080959385021329,-0.07599592561586196,0.5159973679373362,0.19897509851632678,-0.2874132278375424,0.08688308588957905,-0.1944221578830656,2.062419376987025,1456,208.5359342915811,0.35917689895593674,0.11806760103462088,-0.0805483630762498,0.4760601064353349
vol_uniformity,Intraday,1,0.01840389384733309,0.11248662108936071,0.16360961004079516,0.5611263736263736,1.4951930614489015,-0.265895968502523,0.7276868069301151,0.1819485081567862,-0.4496735797187067,0.30624057118962167,-0.1885164834042493,1.9480433931753145,1456,208.5359342915811,0.38243972538500026,0.35087144448212015,0.21036607323454515,-0.13816989938723467
vol_dist_entropy,Intraday,1,0.018784771505651523,0.11219462593243126,0.1674302104511001,0.5611263736263736,1.478139743333303,-0.2652367571862209,0.7220786418864912,0.1793486457294029,-0.4493802881085385,0.3003980356884324,-0.17980707576959776,1.9310064772337154,1456,208.5359342915811,0.3486306634405405,0.37581194716520105,0.1894217126062121,-0.12502476300237553
hourly_vol_stability,Intraday,1,0.01510848270846514,0.11194574438839273,0.1349625342292721,0.5645604395604396,1.4394749940761138,-0.2598767889419402,0.6984659790470952,0.17065213837262605,-0.447467360806561,0.27673266548453346,-0.19529438850628333,1.8748285427595224,1456,208.53524982888433,0.3149034954938561,0.35597672723651197,0.21517259737832317,-0.1346785415534616
head_vol_ratio,Intraday,1,0.011230960490782864,0.10584186581522789,0.1061107468502275,0.5302197802197802,1.2969242844258717,-0.4524528950536434,0.7975443726356809,0.15372237082987672,-0.498226363211163,0.3800645466887036,-0.12981248284644709,1.768987208770281,1456,208.5359342915811,0.4265240266541075,-0.013297682635748487,0.18325116677300968,0.06214182852039163
lower_shadow,Daily,1,0.020389281677226277,0.12813401997468363,0.15912464223012995,0.5652472527472527,1.1776195526032625,-0.412246636370407,0.7751247215098602,0.1581237580275392,-0.48259415560085583,0.3534985482645825,-0.1348617169856301,1.7960614816812757,1456,209.97056810403834,0.38720926516240506,0.08401657436381704,-0.03956572938512526,0.24358549382855177
vol_cv,Intraday,1,0.034473260969443364,0.12393659919858434,0.27815236508695074,0.6263736263736264,1.1578431270133223,-0.24897255250267858,0.5734771360007257,0.15906510576814625,-0.3999787371549808,0.1255326285917513,-0.17146960331949745,1.8018920697365248,1456,208.5359342915811,-0.0023736104934649616,0.0026691738229218664,0.033268136631692924,0.7433723148653053
vol_gini,Intraday,1,0.033457308750429016,0.13991182224586543,0.23913137447614066,0.6050824175824175,1.0827708863278491,-0.3051295164471254,0.6212552111710291,0.16129411125688375,-0.41695958482973583,0.17176617545962136,-0.16783307017943583,1.815754794596377,1456,208.5359342915811,0.1650953830765951,-0.06817113231950556,-0.03267856539711156,0.7289751305242385
ret_autocorr_1,Intraday,1,0.0009490594687066513,0.10270445259602581,0.009240683848759807,0.5068681318681318,1.0623048720010873,-0.2854174180577859,0.5855301244974418,0.11186602226790932,-0.45475348657271075,0.16663294338208123,-0.14469207005557738,1.5265293210476445,1456,209.70773442847366,0.03440889167263306,0.014085637473173263,0.12363032642907767,0.2951343482846651
max_drawdown_intra,Intraday,1,0.06810922426978412,0.21080883215716462,0.32308523481669976,0.6396148555708391,1.048747384529286,-0.2963331411269789,0.6768584818615202,0.21388807476724203,-0.3508976116384621,0.21965821260542362,-0.21426290272337745,2.16436658907072,1454,209.74058863791925,0.2093414943395413,0.08993959105919358,0.07698129758034433,0.5246539279066647
gap_factor,Daily,1,0.004914930137907055,0.08944017322207908,0.05495214746713268,0.5199175824175825,0.9020474984988905,-0.21217267897136638,0.41750135252345755,0.08096742072478169,-0.4271667235899459,0.00862407787629671,-0.16230862817404057,1.3642057342770542,1456,205.02053388090349,-0.09478019610133348,0.11201174715604023,0.17664486168966587,0.1517840135289541
var_5pct,Daily,1,0.0479089289318471,0.23206203234237416,0.2064487946769182,0.5769230769230769,0.7509817824628829,-0.2618714463846601,0.5012301985157411,0.13999825948661915,-0.3277104518303854,0.02972502117281217,-0.24383616948100972,1.6865264067579544,1456,195.06913073237507,0.30127151987505374,-0.050092163601543005,0.18643283044534975,0.15000729300042948
cvar_5pct,Daily,1,0.0463536755662166,0.22874426683049592,0.2026440888860603,0.5831043956043956,0.6894858508995144,-0.16254174875911714,0.4060922460044365,0.12457496934160739,-0.27887673168437277,-0.05337456848105682,-0.22943126657595858,1.5973308302092977,1456,195.06913073237507,0.3283423967412853,-0.06362098047733189,0.12854311874746505,0.13792858854628864
cpv_change,Intraday,-1,0.002393802790451406,0.12172983853380276,0.019664879397156887,0.5157967032967032,0.5809303435077711,-0.503038148680182,0.6738744440973575,0.0660730263361986,-0.5244515552970407,0.24684871330074443,-0.1799747974550291,1.2907534825935114,1456,208.53045859000684,0.04814662443631734,0.09843617365026591,0.1119700298407591,0.008215469381247509
pv_sync,Intraday,-1,0.0022662979696357888,0.09220609326144494,0.024578611279232086,0.5041208791208791,0.5660847660579585,-0.3251289340953884,0.4566426439209973,0.05223088330756531,-0.44872396511371193,0.04426919803750429,-0.16105394764369385,1.2251855456521357,1456,209.97056810403834,-0.05308484588442186,0.1301860561724537,0.11899170874765552,0.02309034016649858
up_time_center,Intraday,1,0.011509207886614612,0.12506904666510535,0.09202282477777508,0.554945054945055,0.5507463329116691,-0.6060629948882321,0.7892352540368908,0.06830510258123756,-0.5651311163363093,0.36974403055934557,-0.16745909503012257,1.3015676381224335,1456,209.70773442847366,0.06847330644127148,0.12283001266788274,0.0024902718042614236,0.0822033791537864
pv_corr,Intraday,-1,0.008882918419664512,0.1048750452354888,0.08470001183521295,0.5350274725274725,0.4719145699954508,-0.42919317441766835,0.5397879042234222,0.04772058765080023,-0.48998096081016185,0.1133484576781183,-0.2248007649908288,1.2043703166071356,1456,208.5359342915811,-0.13723117014961195,0.07542900151763554,0.10834005811501801,0.17114541529089156
ret_autocorr_30,Intraday,1,0.0002312246555462581,0.0929535013358883,0.002487530080609068,0.5212912087912088,0.4219254290745904,-0.4279279609547334,0.5340585152814729,0.03837515893518262,-0.5001889644540216,0.11236811588918205,-0.11120199577964818,1.1620851050817291,1456,209.70773442847366,0.10170309129265576,0.019940397068864746,0.028617548119284297,0.0054133423518663015
big_small_ret_diff,Intraday,1,0.0003579136781822027,0.10970235060468198,0.0032625886645408007,0.5061813186813187,0.35601916449863585,-0.5403286107406781,0.5988450853034896,0.03596297857413466,-0.5413812482792977,0.15713445236614465,-0.1694819773780879,1.1513537677881744,1456,208.5359342915811,0.0950855228390941,0.16662009143799983,-0.04400492222689123,-0.057295367527638974
tail_vol_ratio,Intraday,1,0.005229055163932005,0.10226076413923924,0.05113451573143847,0.5096153846153846,0.335979022617346,-0.42537857220810676,0.522235571690284,0.03187920317344495,-0.5000525038452366,0.10369862796278495,-0.16800638027954218,1.1333553033050117,1456,208.5359342915811,0.16102997659408458,0.06455671647830208,0.04350333676706031,-0.12126079729035577
rpv_mean,Intraday,-1,0.00803439483300866,0.1114123773376343,0.07211401734584948,0.5260989010989011,0.3266112365656847,-0.5162294538849905,0.5851052769617174,0.032061202213271356,-0.5217419001977988,0.15490020260488646,-0.2582193351493409,1.1341529109468682,1456,208.5359342915811,-0.10812360112300445,0.08646143554513297,0.055485587294105354,0.10892025801092853
body_ratio,Daily,-1,0.002196579591355508,0.12624812372290253,0.017398907426043234,0.5151098901098901,0.27654820871075847,-0.5415247095395573,0.6484111198328246,0.027627800830475113,-0.5534656918110001,0.22414287260076482,-0.25382760585206054,1.1148428983492222,1456,209.97056810403834,-0.1162086870677711,0.07655197831283034,0.2878062218405837,-0.09013193771516104
tide_position,Intraday,1,0.011496748291595844,0.11244512506265046,0.10224318095389598,0.5501373626373627,0.26472876032788306,-0.5285307822733093,0.6147667931470447,0.025553509029152544,-0.5422890967336742,0.18875024280225605,-0.1495160836661087,1.1058932531545005,1456,208.5359342915811,-0.06629347625357007,0.0829777978746149,-0.004880677686071033,0.09902634474977212
intraday_reversal,Intraday,1,0.00619560415920364,0.13056252790410355,0.04745315355124476,0.5199175824175825,0.23370666323552605,-0.5352943485746077,0.6133499838708228,0.022580667550552436,-0.566979097052765,0.17680095369920545,-0.3541567742802517,1.0931607671437407,1456,209.97056810403834,0.397504361950747,-0.08216860872841225,-0.10982433359863908,-0.042602610162723153
max_drawdown_20,Daily,1,0.03338684117105523,0.23142256934354802,0.14426786386082188,0.5556318681318682,0.19572004815150454,-0.3965275787643821,0.35831622219678766,0.01924054506195505,-0.3851818709653074,-0.10580281149925475,-0.3740373714275117,1.0789866274923567,1456,200.55373032169746,0.04629287738650767,-0.21557464132886217,0.08512644683800774,0.2115206476638769
eu_us_overlap_ret,Intraday,-1,0.0066526994521650396,0.14442662258473712,0.04606283019346732,0.5212912087912087,0.16048210115226338,-0.5596867832074811,0.5894561891095373,0.01288213838285368,-0.5511430316498395,0.1520232461810298,-0.37097673032567857,1.052385198043187,1456,209.95071868583162,0.0914886437048088,0.3030613534123945,-0.06907904837874235,-0.20516343061200037
cpv_second_half,Intraday,-1,0.012583091405297259,0.13371221505869596,0.0941057663184771,0.5302197802197802,0.16036694694168468,-0.519382206333367,0.5548684237810004,0.012716395776604994,-0.5299876790975395,0.12455335770658427,-0.2787192305176981,1.0516984265150053,1456,208.53045859000684,-0.024852899035276987,0.16612354495978288,-0.03139211313866208,-0.04516457103701177
down_time_center,Intraday,1,0.013346077681886288,0.12208485166808192,0.1093180391043971,0.5432692307692307,0.1580799045909534,-0.6762133322877498,0.72107857381221,0.012261341211291299,-0.5857007750878691,0.2961939113886518,-0.21356233752669207,1.0498145878416933,1456,209.70773442847366,0.046371311855236685,0.07632825291111223,-0.14204888321251552,0.08647439272594082
pos_neg_ratio,Intraday,1,0.0017595193806057433,0.11357203671543681,0.015492539154589242,0.5048076923076923,0.0543908940793427,-0.4714082220811932,0.47741339437573976,-0.00046519119898880135,-0.5085077817824382,0.06074533513961278,-0.28437391948706325,0.9981456229216416,1456,209.70773442847366,-0.06488822377583481,0.13051828985113567,-0.13738265836301267,0.09454747324888046
ma_score,Daily,-1,0.0332581739138792,0.12938646498749057,0.2570452121606582,0.606456043956044,0.03882245997513237,-0.4995937013187859,0.4958072394765059,-0.003440946247884713,-0.5167967928196432,0.0756557632458752,-0.26240133034360114,0.9863443503443411,1456,209.97056810403834,0.03055617202875971,-0.14962628128555544,-0.054546650692301024,0.19043848477451553
taker_residual,Intraday,1,0.00039301280977776495,0.09573256372690303,0.004105319584313228,0.5157967032967034,0.0028264707958233467,-0.3088724591309469,0.31629797655470926,-0.004295317858501568,-0.4467617041076152,-0.05878122186053303,-0.2692171925248541,0.982975479613112,1456,209.70773442847366,-0.26537352265947567,0.29035952133083476,0.0617479643056662,-0.023338789046408848
volatility_ratio,Daily,-1,0.01995316828417318,0.11664676773821216,0.17105631780891234,0.5638736263736264,-0.010395436596313494,-0.4731439525770849,0.479171833008993,-0.008299808390274444,-0.5161672522356859,0.0701653817353809,-0.26287921052742946,0.9673001507584383,1456,200.056810403833,-0.08165629835730759,-0.1355466860837572,0.13432546908899656,0.07417929426767045
large_move_ratio,Intraday,1,0.006062435377265956,0.09281900517894388,0.065314584146129,0.5247252747252747,-0.02295789993472958,-0.4162494661588995,0.4171154684092565,-0.007031781747056209,-0.49586946969029044,0.015272433694089038,-0.18350475588580306,0.9722433438387004,1456,209.97056810403834,-0.04540732949258919,0.0856254927667095,0.009176561029112351,-0.07037093173559106
channel_position,Daily,-1,0.028682593127375932,0.15574556503835824,0.1841631334971267,0.5679945054945055,-0.04632852661968124,-0.5755802281268243,0.49845067053548187,-0.018656765467816472,-0.5249954627220466,0.06510847062784775,-0.33483826347672563,0.9276269651315324,1456,205.26899383983573,-0.20605455413024865,-0.020334750243331312,0.012473345846178319,0.17793520187327738
tide_intensity,Intraday,-1,0.010873042629212612,0.11333029448269479,0.09594117547679311,0.5535714285714286,-0.07244419545713766,-0.6065298354570418,0.5783444872788086,-0.016711741320421858,-0.5655915935904162,0.15186097488740136,-0.29154163626049745,0.9349828033130905,1456,208.5359342915811,0.06313318423888692,-0.08859886533011019,0.016944077688810122,-0.05112432693586366
apm_asia_std,Intraday,1,0.0010304825623850206,0.11372436232580649,0.009061228840488243,0.5151098901098901,-0.07262890508327699,-0.5136284798543409,0.49031826709922105,-0.015409008740963182,-0.5298786427348791,0.0743044194357485,-0.3022879075259082,0.9399339567308782,1456,209.47433264887064,0.03783614062386542,0.17372426337914115,-0.16700524108742132,-0.07368179773211558
tail_risk,Daily,1,0.015707443569452376,0.1336420905862433,0.11753364770943485,0.5494505494505495,-0.08578515851240932,-0.40880421795506783,0.3329383141455087,-0.017979742645366392,-0.4525764767274526,-0.0793913150433515,-0.17529560267225086,0.9301824423246912,1456,195.06913073237507,-0.06088046318713258,-0.023027293051999687,-0.02260941053679788,0.03728160869212327
illiq_asia_us_ratio,Intraday,1,0.002511417750966082,0.10694837138001366,0.02348252230244049,0.5185439560439561,-0.10938191670857847,-0.5651314214588055,0.5474977710055752,-0.018306321326230557,-0.5585065323484288,0.12815057577090494,-0.261180983378974,0.9289490871073846,1456,208.3107460643395,-0.22664346404151392,0.14664272394990863,-0.09123724743384021,0.1527457085739481
chaikin_mf,Daily,1,0.0024048104120525785,0.13559740737575746,0.01773492783707338,0.5061813186813187,-0.16908634509788342,-0.5222487639118434,0.4197172207617589,-0.03054843591196965,-0.5090179402654795,-0.0031617407741356685,-0.32453768527785587,0.8835927049793905,1456,205.26899383983573,-0.15930025319235186,-0.1185160134166795,0.08912466106622863,0.09476066823300888
rpv_std,Intraday,-1,0.028310642148989637,0.10661958128388313,0.26552945671692085,0.5879120879120879,-0.21215345600786864,-0.31629210678325237,0.2516079202662359,-0.031086938319672575,-0.44903688186923374,-0.12160450230771347,-0.34461104012862753,0.8816364673263922,1456,208.5359342915811,-0.17732381299743472,-0.044493255928969466,-0.03713904152344483,0.1648319785004564
taker_imbalance_mean,Intraday,-1,0.0027900642973833134,0.09549988883693364,0.029215363904702734,0.5020604395604396,-0.236911053651103,-0.3131981848467322,0.2618294283882429,-0.026860017279680348,-0.44751134611201693,-0.10008607073500597,-0.31112057251211456,0.8970793330104676,1456,209.97056810403834,-0.30511276565124046,0.28605739556456133,0.007571717485257645,-0.0037227839219445835
kdj_k,Daily,-1,0.021473616352358428,0.1486888619132888,0.1444197946762367,0.5693681318681318,-0.24326418509937675,-0.688577095442751,0.5368858795117918,-0.04626538013734949,-0.5665981287749855,0.10243119551876712,-0.431181334771608,0.8278194792763751,1456,207.9958932238193,-0.17311642744116174,-0.16956027769723736,-0.0014759662764444181,0.20732624214254902
close_position,Daily,-1,0.004444467026568112,0.13596654256718654,0.03268794378214394,0.5061813186813187,-0.26679970268029,-0.6457392907349919,0.5213633430220702,-0.04654212335604613,-0.5670979236664461,0.09295013822661025,-0.25355748963606994,0.8268617004085131,1456,209.97056810403834,-0.016777899402566354,-0.07086446027372861,-0.05251657492824857,-0.04472029623264884
atr_14,Daily,1,0.0017352229734540767,0.12872981294055136,0.013479572439522573,0.5116758241758241,-0.2721469209944873,-0.30050581352238764,0.19313853561778682,-0.03856978990150162,-0.3988909265724274,-0.16316822128164843,-0.26115752850158935,0.8547876922136496,1456,206.75701574264204,0.07493117708175889,-0.047089374359135516,-0.1758640731425789,0.012573563280933175
volume_ratio,Daily,-1,0.025818446771670393,0.11498489099198207,0.22453771363833866,0.5995879120879121,-0.2814088854644593,-0.6036904051781036,0.524544186026675,-0.042328031378885744,-0.5715465462469462,0.10559013621256375,-0.28419497808561334,0.8415364783078644,1456,205.26899383983573,-0.1023641014667852,-0.10802117385329835,0.12282855479738752,-0.06393773174998818
apm_global,Intraday,1,0.009191163288732294,0.14730711765406176,0.06239455914391975,0.5178571428571429,-0.30461153103600797,-0.6919807701087846,0.5860336540185338,-0.05655614463706182,-0.6111218095626447,0.15507668778221095,-0.4352305017177328,0.7927592631959088,1456,209.7460643394935,0.14960135073990632,-0.24873875553190072,-0.05447186086373479,-0.029202573183645608
apm_asia,Intraday,1,0.002222783232982027,0.1348356224159585,0.016485132254394717,0.5199175824175825,-0.31699615198627656,-0.6208337130798857,0.5125328046725309,-0.050482814540162124,-0.5784990790400446,0.08708925562602321,-0.30185088623115186,0.8133132776202248,1456,209.73716632443532,-0.04961248173281041,0.10919655643676718,-0.12655359960162926,-0.11669158788868939
rpv_trend,Intraday,-1,0.007333820063547484,0.09358652986910475,0.07836404758424625,0.5288461538461539,-0.31799031194829314,-0.5332686725870329,0.45843195337720166,-0.03565733720677344,-0.5422085125734577,0.04577055156202614,-0.26697544437403475,0.865163778664314,1456,208.5359342915811,-0.07373038625019346,-0.08848259139191306,-0.017539476097163442,0.042991658256168686
asia_am_pm_diff,Intraday,1,0.002220715198086132,0.13487730404806367,0.016464705082240724,0.5199175824175825,-0.3186195349366224,-0.6203885832961311,0.5114784762549232,-0.05072568993326654,-0.5783499517870243,0.08611158226288351,-0.30089303077507545,0.8124837305499493,1456,209.73853524982889,-0.050624708162065324,0.10772684918272435,-0.12535523755588196,-0.11669158788868939
us_session_ret,Intraday,-1,0.020228279801872237,0.1550926697702453,0.1304270442153586,0.5398351648351649,-0.3536184904757214,-0.6677493647859447,0.49833019584734295,-0.0675075255974047,-0.5868516498991401,0.06208679906128722,-0.32557014805626827,0.756683033253769,1456,209.97056810403834,-0.15926094324088624,0.14157719604342445,-0.11718944368679285,-0.10694137226616307
avg_trade_size_mean,Intraday,-1,0.017267669769780353,0.13194017869150398,0.13087498161879066,0.5453296703296704,-0.3571689058045906,-0.2982927170304537,0.21836906427835828,-0.05465608175751624,-0.4666779752043121,-0.10009708421960362,-0.26281731180332435,0.7991473192013852,1456,208.5359342915811,-0.1763089119421234,-0.027443962407401434,0.1723689840994982,-0.14909020065666012
bb_position,Daily,-1,0.05155490732789641,0.14455706714097943,0.35664049348215193,0.632554945054945,-0.36868661954402027,-0.6492472667154444,0.49807817180396374,-0.06532736303230391,-0.5715892444661794,0.07927383708505764,-0.4110618339241954,0.7637648266635648,1456,205.26899383983573,-0.1977093855172931,-0.16941439440096373,0.0915146981338315,0.05005961001155401
adx,Daily,-1,0.013531336763104916,0.11966766334371619,0.11307428635500795,0.5563186813186813,-0.37026748870402554,-0.393161062006317,0.3017712768931153,-0.049077409066573985,-0.49496453755527314,-0.07074273171531409,-0.2982389433639435,0.8181259440114669,1456,203.53456536618754,0.09114655036070562,-0.14507921311287242,0.06573586692911326,-0.17707241158045028
williams_r,Daily,-1,0.026580811914062134,0.14850555129113951,0.17898866334003116,0.554945054945055,-0.38525118565799077,-0.6870189565081307,0.4829348193271634,-0.06635431448581053,-0.5675154263275559,0.04875779666633839,-0.39674781717479635,0.7604228351633234,1456,207.9958932238193,-0.23309617121406556,-0.06996964707623843,0.005461238576428551,0.06035622082057057
asia_afternoon_ret,Intraday,-1,0.005691301507387646,0.13740902522813575,0.04141868471704618,0.5247252747252747,-0.3910203814593772,-0.5728133738133628,0.42423932651609103,-0.06387018556041857,-0.5597053566947892,0.00227571764778145,-0.2690967731492956,0.7685257682696035,1456,209.73853524982889,-0.08292676065315108,-0.17577853692548506,0.02079796206558604,-0.003973945250845601
tail_taker_imb,Intraday,-1,0.0037528487538368133,0.08828310274665757,0.04250924822515275,0.5034340659340659,-0.39587237773409945,-0.3050864273584996,0.2221063334680354,-0.037727340650222874,-0.44488037014718007,-0.1312848221312335,-0.2564046470758452,0.8577794157004961,1456,209.97056810403834,-0.1083890510044988,-0.120232354828685,0.21972329613717623,-0.10345741623544413
cpv,Intraday,-1,0.02099512275911977,0.14029224911461996,0.14965275270082135,0.5679945054945055,-0.40556788688216105,-0.7592907925166812,0.5935656972192461,-0.0688221648147681,-0.6157879702742641,0.16212418516979232,-0.34012675640735,0.7524365580674427,1456,208.5359342915811,-0.10983880885247543,0.046517352306680415,-0.16326842103829453,-0.03468592574785534
ma_slope,Daily,-1,0.03252996403216303,0.1841666941137277,0.17663325294715018,0.5796703296703296,-0.4658673264611457,-0.5506831119907608,0.30185762333928223,-0.09597957944581259,-0.5335584521082355,-0.11775215380002424,-0.48955871198656664,0.6686413046861074,1456,204.03080082135523,-0.2763771108846368,-0.1839177848714385,-0.032566532860260455,0.17037728678991715
market_beta,Intraday,-1,0.04233652888890493,0.2450415134818807,0.17277287656120638,0.5690721649484536,-0.5464048222961754,-0.46860806770795743,0.3240191757970369,-0.14414338850209585,-0.622072526369248,0.002690859142084001,-0.49731447021313524,0.537687640018608,1455,208.92470910335388,-0.18956751024752827,-0.04687882782802644,-0.1359023516974036,-0.1944318816322813
