logic,window,penalty,dir_th,opt_sharpe,opt_ret,opt_dd,test_sharpe,test_ret,test_dd,test_total
sma,21,250,OFF,1.7770805680976332,0.6611107440722581,0.31547512025573515,3.0550354492091985,1.2436841518091186,0.12460935595153479,0.12949585836713284
ewm,21,250,OFF,1.906813519934885,0.721134159477161,0.25512275328004985,3.8468263419430535,1.6702782572566366,0.13630627782339247,0.15951304749696282
sma+dir,21,250,0.001,1.6036850845873842,0.5668111498250106,0.3642725348436288,2.7148999257857733,0.9701225160273248,0.13001483263216923,0.10758149943607265
sma+dir,21,250,0.002,1.7288275646100617,0.62997536663788,0.3278315445822526,2.5381004266155496,0.8922856589042163,0.15365246521072737,0.10087427062788934
sma+dir,21,250,0.003,1.8204485651047817,0.6774979710522717,0.3185458961129804,2.4806986620057305,0.904287256549049,0.15291785503528835,0.10192355497841254
sma,21,300,OFF,1.7716846070541228,0.6495489850194665,0.2783202692645892,2.9855114093021635,1.1662465942221627,0.13708043146487234,0.12353374498864755
ewm,21,300,OFF,1.891377642810268,0.7146130728136071,0.31232162647775613,3.022955158796545,1.1247559398852265,0.14640805999036124,0.12026441804233867
sma+dir,21,300,0.001,1.6420667595958902,0.5777890861466117,0.31662476790393385,3.3587350294047016,1.3075579119369753,0.1301104156451538,0.13428352985416647
sma+dir,21,300,0.002,1.796805299985438,0.6542318278142669,0.29307703965880094,2.522630225033045,0.8763673847501174,0.16185944155093202,0.09947380143471496
sma+dir,21,300,0.003,1.8303804168703584,0.6719872908143436,0.28118659475553226,2.9747847172389177,1.1546763663350479,0.16115610158371668,0.12262743420762856
sma,21,400,OFF,1.6985144686680893,0.6100706256504356,0.31938766402908336,2.507019951530688,0.9504877977651989,0.15935193299181494,0.10591109189450232
ewm,21,400,OFF,1.6916397726075219,0.6066513698010512,0.2989738691540658,2.7140620533675874,1.0843237869652187,0.1797043260822078,0.11702591029333931
sma+dir,21,400,0.001,1.5305551217254183,0.5274023577911218,0.3601752382681088,2.433450969783283,0.8613013580472966,0.14798524385396233,0.09813898599514892
sma+dir,21,400,0.002,1.6783028170569565,0.5966778001209925,0.3478969871855449,2.038274104721739,0.6938202402064331,0.17337581040917077,0.08264694852176757
sma+dir,21,400,0.003,1.737830514784101,0.6252527977890856,0.32634068304855574,2.232141104782388,0.8050602292226616,0.17081688557223992,0.09307367188374682
sma,21,500,OFF,1.5804666781518888,0.5526055502806575,0.3207466647646427,3.0414280846714994,1.2804658770231399,0.15519360186683434,0.13226676119579417
ewm,21,500,OFF,1.541039747111221,0.5314808761781427,0.31022202022038226,3.489302214304602,1.5289775036473836,0.14396166234777297,0.15005268068763833
sma+dir,21,500,0.001,1.3876163734868405,0.46408289119722235,0.34807554870279644,2.91759466430464,1.1011467318018635,0.14491214775375497,0.11837980908940904
sma+dir,21,500,0.002,1.5243668332969904,0.5248069721299808,0.3303969821501124,2.536768968290014,0.9427516908039029,0.163294513557547,0.1052490249241902
sma+dir,21,500,0.003,1.611781509268196,0.5663815935617724,0.3179122776659008,2.884474767879364,1.192246151601371,0.16093877429650869,0.12555541914651625
sma,21,700,OFF,1.3126489864425364,0.4400062140745489,0.329287169302543,3.244085085649177,1.4689299239514781,0.16455051502937462,0.14589587521834235
ewm,21,700,OFF,1.2458482689903527,0.4044507228312195,0.3480277714964825,3.058567597064346,1.2514255515328303,0.13926575702380373,0.13008223519229234
sma+dir,21,700,0.001,1.1934010562143318,0.38860116384500776,0.35730020120066047,3.482879793451838,1.5912034045310155,0.1544420614004015,0.15427275815663055
sma+dir,21,700,0.002,1.274354065373369,0.42219526737566526,0.33558805071695313,3.238730212590967,1.4375220619986862,0.16319388855788058,0.14368734738599054
sma+dir,21,700,0.003,1.3223412359567517,0.44503888989235096,0.3272950331442521,3.2261570037334284,1.4587845097711583,0.16506873023008803,0.14518509536026913
sma,21,1000,OFF,1.0377887750869148,0.31691176345119687,0.3501855008228045,2.89053719514586,1.2586957202695261,0.1574113829067347,0.13063136119579943
ewm,21,1000,OFF,0.9478534424708532,0.2773060537771048,0.34950135442670865,2.8333283537724405,1.092690675725518,0.11816540362906665,0.11770042707018491
sma+dir,21,1000,0.001,1.005878289871511,0.30363747460332213,0.34456226772079274,2.6552090203515997,1.068254750336855,0.15686146038830526,0.11572399116413234
sma+dir,21,1000,0.002,0.9975199045943642,0.30060628104200493,0.3501855007638444,2.806292847604495,1.2041481284532738,0.1605095244933293,0.12647410580414964
sma+dir,21,1000,0.003,1.0384536166288252,0.31717290059347625,0.3501855008228045,2.89053719514586,1.2586957202695261,0.1574113829067347,0.13063136119579943
